Candidate Age,Candidate Gender,Highest Qualification,Job Title,CTC (Yearly),Employment Type,Marriage Status,Disability Status,Course Name,Course Sector,Candidate City,Present Village,Present District,Present State,Present Country,Job Designation,Job Location
22,Female,Graduation,Internship,5000,Wage Employment- Full Time,Unmarried,Yes,Data Analytics,IT-ITeS,Bangalore,Kr Puram ,Bangalore,KARNATAKA,India,Internship,Bengaluru
18,Male,ITI pass,D Mart,11500,Salaried,Unmarried,No,Data Analytics,IT-ITeS,Mysore,Manchanabele,Ramanagar,KARNATAKA,India,Sales executive,Banglore
31,Female,Graduation,beautician,10000,Self Employed,Married,No,Self Employed Tailor,Apparel,Bangalore,Bangalore ,Bangalore,KARNATAKA,India,beautician,Sultanpalya
31,Female,Higher Secondary Pass,assistant beautician,5500,Self Employed,Married,No,Data Analytics,IT-ITeS,Pune,Yerwada,Pune,MAHARASHTRA,India,assistant beautician,pune
28,Male,Higher Secondary Pass,Welder,5000,Self Employed,Unmarried,No,Assistant Electrician,Construction,Tinsukia,Borhapjan,Tinsukia,ASSAM,India,Welding,Doomdooma
20,Female,Higher Secondary Pass,Sales Associate,14000,Salaried,Unmarried,No,Data Analytics,IT-ITeS,Gautam Buddha Nagar,Dallupura,North West Delhi,DELHI,India,Sales Associate,Noida
23,Female,Graduation,Relationship manager,25000,Wage Employment- Full Time,Unmarried,No,Data Analytics,IT-ITeS,Bangalore,Nimbeaipura,Bangalore Rural,KARNATAKA,India,Relationship manager,Bengaluru
21,Male,Graduation,Relationship Manager,25000,Wage Employment- Full Time,Unmarried,No,Data Analytics,IT-ITeS,Bangalore,Avalahalli ,Bangalore,KARNATAKA,India,Relationship Manager,Bengaluru
19,Male,Higher Secondary Pass,Brand Promotor,7000,Wage Employment- Full Time,Unmarried,No,Data Analytics,IT-ITeS,Hamirpur,mundkhar,Hamirpur(HP),HIMACHAL PRADESH,India,Brand Promotor,Hamirpur
31,Female,10th Pass,Assistant Beautician,8500,Self Employed,Unmarried,No,Data Analytics,IT-ITeS,Mumbai,Airoli Gaon,Thane,MAHARASHTRA,India,Assistant Beautician,Mumbai
22,Male,10th Pass,Assistant Beautician,9000,Self Employed,Unmarried,No,Data Analytics,IT-ITeS,Mumbai,Airoli,Thane,MAHARASHTRA,India,Assistant Beautician,Mumbai
21,Female,Higher Secondary Pass,Assistant Beautician,9000,Self Employed,Unmarried,No,Data Analytics,IT-ITeS,Mumbai,Mumbai ,Thane,MAHARASHTRA,India,Assistant Beautician,Mumbai
27,Female,10th Pass,Mehendi and makeup artist,5000,Self Employed,Married,No,Data Analytics,IT-ITeS,Tinsukia,Baruah Grant,Tinsukia,ASSAM,India,Makeup artist,Doomdooma
28,Male,ITI pass,JB Section,12666,Salaried,Unmarried,No,Data Analytics,IT-ITeS,Ghaziabad,Ghaziabad ,Ghaziabad,UTTAR PRADESH,India,JB Section,Noida
19,Male,Higher Secondary Pass,Trainee,15200,Wage Employment- Full Time,Unmarried,No,Data Analytics,IT-ITeS,Baleswar,Jambhirai,Baleswar,ODISHA,India,Trainee,Badadi
20,Female,Higher Secondary Pass,General Duty Assistant,4500,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Tinsukia,Bukapathar,Tinsukia,ASSAM,India,Assistant Nurse,Doomdooma
26,Female,Higher Secondary Pass,Beautician,5800,Wage Employment- Full Time,Unmarried,No,Certification Course for Business Correspondent & Business Facilitator,BFSI,North East Delhi,Ghaziabad,Ghaziabad,UTTAR PRADESH,India,Beautician,Delhi
24,Female,Higher Secondary Pass,Beautician,6000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Loan Approval Officer,BFSI,South West Delhi,Sagarpur ,South West Delhi,DELHI,India,Beautician,delhi
30,Female,Higher Secondary Pass,Asst.Beautician,11000,Wage Employment- Full Time,Married,No,Certification Course for Business Correspondent & Business Facilitator,BFSI,Mumbai,Mumbai ,Mumbai,MAHARASHTRA,India,Asst.Beautician,Mumbai
24,Female,Higher Secondary Pass,Hair Dresser,10000,Wage Employment- Full Time,Unmarried,No,Certification Course for Business Correspondent & Business Facilitator,BFSI,Mumbai,Vikhroli,Allahabad,UTTAR PRADESH,India,Hair Dresser,Mumbai
27,Male,Higher Secondary Pass,Plumber,7000,Self Employed,Unmarried,No,Certification Course for Retail Sales Associate-1_RSA-1,Retail,Villupuram,v.panchalam,Villupuram,TAMIL NADU,India,Plumber,Villupuram
23,Male,10th Pass,Self Employed,3500,Self Employed,Unmarried,No,Certification Course for Retail Sales Associate-1_RSA-1,Retail,Solan,Bhatoli,Solan,HIMACHAL PRADESH,India,Plumber,Baddi
20,Male,Higher Secondary Pass,Self Employed,3200,Self Employed,Unmarried,No,Certification Course for Retail Sales Associate-1_RSA-1,Retail,Solan,Haripur Sandoli,Solan,HIMACHAL PRADESH,India,Plumber,Baddi
27,Male,10th Pass,Self Employed,2800,Self Employed,Unmarried,No,Data Entry Operator,IT-ITeS,Solan,Bhatoli,Solan,HIMACHAL PRADESH,India,Plumber,Baddi
26,Male,6 to 9,Self Employed,2800,Self Employed,Unmarried,Yes,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Solan,Sandoli,Solan,HIMACHAL PRADESH,India,Plumber,Baddi
29,Male,10th Pass,Self Employed,4100,Self Employed,Unmarried,No,Data Entry Operator,IT-ITeS,Solan,Malpur,Solan,HIMACHAL PRADESH,India,Plumber,Baddi
20,Female,Higher Secondary Pass,Customer Care Executive,12000,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Bangalore,bangalore south,Bangalore,KARNATAKA,India,Customer Care Executive,Bangalore
21,Female,Higher Secondary Pass,Customer  Care Executive,12000,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Bangalore,Bangalore South,Bangalore,KARNATAKA,India,Customer  Care Executive,Bangalore
25,Female,Higher Secondary Pass,Assistant Beauty Therapist,10000,Salaried,Married,No,"SLMT - Automotive Service Technician (Upskilling)- 2, 3 and 4 wheeler",Automotive,Bangalore,Chandra Layout,Bangalore,KARNATAKA,India,Assistant Beauty Therapist,Bangalore
19,Male,Higher Secondary Pass,Tele Caller,9500,Salaried,Unmarried,Yes,"SLMT - Automotive Service Technician (Upskilling)- 2, 3 and 4 wheeler",Automotive,Hamirpur,mundkhar,Hamirpur(HP),HIMACHAL PRADESH,India,Tele Caller,Mohali
23,Female,Higher Secondary Pass,Assistant Beautician  ,8500,Self Employed,Unmarried,No,Self Employed Tailor,Apparel,Mumbai,Kurla West,Mumbai,MAHARASHTRA,India,Assistant Beautician  , Mumbai
20,Female,Graduation,General Duty Assistant,5000,Self Employed,Unmarried,No,Self Employed Tailor,Apparel,Tinsukia,Torani,Tinsukia,ASSAM,India,Assistant Nurse,Doomdooma
42,Female,Higher Secondary Pass,beautician,8000,Self Employed,Married,No,Self Employed Tailor,Apparel,Hamirpur,Rt Nagar,Bangalore,KARNATAKA,India,beautician,rt nagar
19,Female,10th Pass,Beauty,6000,Wage Employment- Full Time,Unmarried,No,Energy Efficient Electrician,Construction,North West Delhi,Karala,North West Delhi,DELHI,India,Beautician,Delhi
25,Female,Higher Secondary Pass,General Duty Assistant ,5000,Self Employed,Unmarried,No,Energy Efficient Electrician,Construction,Tinsukia,"Dohutia Gaon,Doomdooma,Tinsukia ",Tinsukia,ASSAM,India,Assistant nurse ,Doomdooma 
30,Male,10th Pass,Packer/Scanner,10300,Wage Employment- Full Time,Unmarried,No,Energy Efficient Electrician,Construction,Baleswar,Mahapada,Baleswar,ODISHA,India,Packer/Scanner,Kolkata
20,Female,Higher Secondary Pass,Beauty,7000,Wage Employment- Full Time,Unmarried,No,Data Entry Operator,IT-ITeS,North West Delhi,Karala,North West Delhi,DELHI,India,Beautician,Delhi
25,Female,Higher Secondary Pass,General Duty Assistant,5000,Self Employed,Unmarried,No,Data Entry Operator,IT-ITeS,Tinsukia,Hansara,Tinsukia,ASSAM,India,Assistant Nurse,Doomdooma
25,Female,Higher Secondary Pass,beautician,7000,Self Employed,Married,No,Certificate Course for Data Entry Operator - 2,Others,Bangalore,Rt Nagar,Bangalore,KARNATAKA,India,beautician,rt nagar
22,Female,Higher Secondary Pass,assistant beautician,7000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Pune,Pune,MAHARASHTRA,India,Beautician,"dhanori, pune"
22,Female,Higher Secondary Pass,Loan Closing Specialist ,15000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Bangalore,Bangalore ,Yadgir,KARNATAKA,India,Loan Closing Specialist ,BANGALORE
18,Male,10th Pass,Operator,15703,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Baleswar,Gopinathpur ,Baleswar,ODISHA,India,Associate,"Bengaluru Rural, Karnataka-562111"
20,Male,10th Pass,Operator,15703,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Baleswar,Jamkunda,Baleswar,ODISHA,India,Associate,"Bengaluru Rural, Karnataka-562111"
21,Female,Higher Secondary Pass,hair Dresser ,10000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Mumbai,Mumbai,Mumbai,MAHARASHTRA,India,hair Dresser ,Mumbai 
32,Female,Higher Secondary Pass,Self Employed,4500,Self Employed,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Medinipur,ARIAKHALI,East Midnapore,WEST BENGAL,India,Self Employed,Haldia
28,Female,Higher Secondary Pass,Self Employed,4500,Self Employed,Married,No,Certificate Course for Data Entry Operator - 2,Others,Medinipur,ARIAKHALI,East Midnapore,WEST BENGAL,India,Self Employed,Haldia
27,Male,10th Pass,Self Employed,4500,Salaried,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Medinipur,ARIAKHALI ,East Midnapore,WEST BENGAL,India,Self Employed,Haldia
37,Female,10th Pass,ASSISTANT BEAUTICIAN,7000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Kolkata,Kolkata,Hooghly,WEST BENGAL,India,ASSISTANT BEAUTICIAN,KOLKATA
21,Male,10th Pass,Technician,14000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Baleswar,Kundai,Baleswar,ODISHA,India,Technician,Balasore
21,Female,Higher Secondary Pass,assistant beautician,8000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Kolkata,Kolkata,Kolkata,WEST BENGAL,India,assistant beautician,kolkata
20,Male,10th Pass,Data Entry Operator,9000,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Bangalore,Banglore south,Bangalore,KARNATAKA,India,Date Entry Operator,Bangalore
27,Female,ITI pass,Student Counsellor,12000,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Bangalore,Bangalore South,Bangalore,KARNATAKA,India,Student Counsellor,Bangalore
26,Male,Graduation,ASSEMBLY OPERATOR,12666,Salaried,Unmarried,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,West Delhi,Uttam Nagar ,West Delhi,DELHI,India,ASSEMBLY OPERATOR,NOIDA
31,Female,6 to 9,self employed ,3500,Self Employed,Married,No,Certificate Course for Data Entry Operator - 2,Others,Bharuch,Gariyadhar ,Bhavnagar,GUJARAT,India,self employed ,gariyadhar 
20,Female,Higher Secondary Pass,beautician ,5000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist - Saundarya- I,Beauty & Wellness,Mumbai,Ghansoli,Thane,MAHARASHTRA,India,beautician ,Mumbai 
22,Female,Higher Secondary Pass,skin Therapist ,10500,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Mumbai,Turbhe,Thane,MAHARASHTRA,India,skin Therapist ,Mumbai 
20,Female,10th Pass,ASSISTANT BEAUTICIAN,5000,Self Employed,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Kolkata,Ultadanga ,North 24 Parganas,WEST BENGAL,India,ASSISTANT BEAUTICIAN,KOLKATA
24,Female,Higher Secondary Pass,BEAUTICIAN,6000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist - Saundarya- I,Beauty & Wellness,Kolkata, Kolkata ,North 24 Parganas,WEST BENGAL,India,BEAUTICIAN,KOLKATA
22,Female,Higher Secondary Pass,Assistant Beauty Therapist,6500,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist - Saundarya- I,Beauty & Wellness,Patna,Mahua,Vaishali,BIHAR,India,Assistant Beauty Therapist,Patna
23,Male,ITI pass,MILLING OPERATOR,42148,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Gautam Buddha Nagar,Shakurpur ,North West Delhi,DELHI,India,MILLING OPERATOR,FARIDABAD
18,Female,Higher Secondary Pass,Assistant Beauty Therapist,10000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist - Saundarya- I,Beauty & Wellness,Mumbai,Ghatkopar ,Mumbai,MAHARASHTRA,India,Assistant Beauty Therapist,Mumbai
23,Female,Higher Secondary Pass,beautician ,12000,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Mumbai,Ghatkopar,Mumbai,MAHARASHTRA,India,beautician ,Mumbai 
20,Female,Higher Secondary Pass,hair Dresser ,10500,Wage Employment- Full Time,Unmarried,Yes,Certificate Course for Data Entry Operator - 2,Others,Mumbai,Ghatkopar ,Mumbai,MAHARASHTRA,India,hair Dresser ,Mumbai 
21,Female,Higher Secondary Pass,Assistant Beautician ,11000,Wage Employment- Full Time,Unmarried,No,Certificate Course on CRM Domestic Voice - 1-1,IT-ITeS,Mumbai,Ghatkopar ,Mumbai,MAHARASHTRA,India,Assistant Beautician ,Mumbai 
20,Female,Higher Secondary Pass,hair Dresser ,10500,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist - Saundarya- I,Beauty & Wellness,Mumbai,Ghatkopar ,Mumbai,MAHARASHTRA,India,hair Dresser ,Mumbai 
19,Male,10th Pass,Tecnician,9400,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist - Saundarya- I,Beauty & Wellness,Bangalore Rural,Pratappur ,Baleswar,ODISHA,India,Technician,"Baliapal ,Balasore"
28,Female,Graduation,Hair dresser ,15000,Wage Employment- Full Time,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Mumbai,Mumbai,Mumbai,MAHARASHTRA,India,Hair dresser ,Kurla
20,Male,10th Pass,Technician,11600,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Baleswar,Sahupada,Baleswar,ODISHA,India,Technician,Jharsuguda
19,Male,Higher Secondary Pass,Sales Executive,12600,Wage Employment- Full Time,Unmarried,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,Baleswar,Kalikapur ,Baleswar,ODISHA,India,Sales Executive,"Kharagpur, West Bengal"
21,Female,Higher Secondary Pass,skin Therapist ,10500,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Mumbai,Ghatkopar,Mumbai,MAHARASHTRA,India,skin Therapist ,Mumbai 
19,Female,Higher Secondary Pass,beautician ,7500,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Mumbai,sakinaka,Mumbai,MAHARASHTRA,India,beautician ,Mumbai 
19,Female,Higher Secondary Pass,WAge employed,8000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist - Saundarya- I,Beauty & Wellness,Coimbatore,PN Palayam,Coimbatore,TAMIL NADU,India,Assisstant Beautician,coimbatore
38,Female,10th Pass,beautician,8000,Self Employed,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Hyderabad,9/10/68A/281  resham bagh Goulconda Hyderabad,Hyderabad,TELANGANA,India,beautician,golukonda
28,Female,Higher Secondary Pass,Beautician ,6000,Self Employed,Separated,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Hyderabad,Secunderabad ,Hyderabad,TELANGANA,India,Beautician ,Bansilapet
23,Female,Higher Secondary Pass,beautician ,6000,Self Employed,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Hyderabad,alampally vicarabad,Hyderabad,TELANGANA,India,beautician ,VICARABAD 
32,Female,Higher Secondary Pass,Assistant Beauty Therapist,8000,Wage Employment- Full Time,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Kolkata,Amerigog N.C.,Kamrup,ASSAM,India,Assistant Beauty Therapist,Guwahati
21,Male,10th Pass,Beautician ,5600,Self Employed,Married,No,Certificate Course for Assistant Beauty Therapist - Saundarya- I,Beauty & Wellness,South 24 Parganas,Rajampeta,Cuddapah,ANDHRA PRADESH,India,beautician ,secunderabad 
35,Female,10th Pass,Beautician ,7300,Self Employed,Married,No,Certificate Course For Retail Sales Associate 1,Retail,South 24 Parganas,Hyderabad ,K.V.Rangareddy,TELANGANA,India,Beautician ,marredpally 
21,Male,Higher Secondary Pass,Warehouse-Assistant,12996,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Hooghly,Rishra,Hooghly,WEST BENGAL,India,Assistant,Dankuni
22,Female,Higher Secondary Pass,Warehouse Picker,12896,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Hooghly,Rishra,Hooghly,WEST BENGAL,India,Warehouse Picker,hooghly
24,Female,Higher Secondary Pass,Receptionist ,13000,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Solan,Haripur,Solan,HIMACHAL PRADESH,India,Receptionist,Chandigarh
20,Female,Higher Secondary Pass,Assistant Beauty Therapist,5500,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Patna,Patna ,Patna,BIHAR,India,Assistant Beauty Therapist,Patna
34,Female,Graduation,information restrieval officer,10853,Salaried,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Wagholi,Pune,MAHARASHTRA,India,information restrieval officer,pune
23,Female,Higher Secondary Pass,Executive,13333,Salaried,Married,No,Certificate Course For Retail Sales Associate 1,Retail,Chennai, Taramani,Chennai,TAMIL NADU,India,Executive,Chennai
18,Female,Higher Secondary Pass,Executive,13333,Salaried,Unmarried,No,Certificate Course For Retail Sales Associate 1,Retail,Chennai,Velachery,Chennai,TAMIL NADU,India,Executive,Chennai
19,Female,Higher Secondary Pass,Associate,14694,Salaried,Unmarried,No,Certificate Course For Retail Sales Associate 1,Retail,Jhajjar,Mubarikpur,Gurgaon,HARYANA,India,Associate,Jhajjar
18,Male,10th Pass,Associate,14694,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Jhajjar,Munimpur,Jhajjar,HARYANA,India,Associate,Jhajjar
20,Female,Higher Secondary Pass,Self Employed,5400,Self Employed,Married,No,Certificate Course in Tally - 2- I,IT-ITeS,East Midnapore,MANARAMPUR,East Midnapore,WEST BENGAL,India,Self Employed,Haldia
31,Male,Higher Secondary Pass,Painter,300,Wage Employment- Full Time,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Bankura,Gangajalghati,Bankura,WEST BENGAL,India,P.Applicator,Bankura
19,Female,Higher Secondary Pass,Self Employed,5300,Self Employed,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,East Midnapore,DHAMAIT NAGAR,East Midnapore,WEST BENGAL,India,Self Employed,Haldia
21,Female,Higher Secondary Pass,Self Employed,5300,Self Employed,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,East Midnapore,KUMARCHAK,East Midnapore,WEST BENGAL,India,Self Employed,Haldia
19,Female,10th Pass,Customer Care Executive,12530,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,East Midnapore,NANDARAMPUR,East Midnapore,WEST BENGAL,India,Customer Care Executive,Haldia
20,Female,Higher Secondary Pass,CUSTOMER CARE EXECUTIVE ,12530,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist - Saundarya- I,Beauty & Wellness,East Midnapore,KASHABPUR JALPAI,East Midnapore,WEST BENGAL,India,CUSTOMER CARE EXECUTIVE ,Haldia
22,Female,Higher Secondary Pass,GDA,6000,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist - Saundarya- I,Beauty & Wellness,Chandauli,Saupuri Chandipura ,Chandauli,UTTAR PRADESH,India,GDA,64 JAWAHAR NAGAR VARANASI
33,Male,Higher Secondary Pass,CUSTOMER CARE EXECUTIVE ,12530,Wage Employment- Full Time,Married,No,Certificate Course for Assistant Beauty Therapist - Saundarya- I,Beauty & Wellness,East Midnapore,basudebpur,East Midnapore,WEST BENGAL,India,CUSTOMER CARE EXECUTIVE ,Haldia
21,Female,Higher Secondary Pass,Sales Executive,10000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Latur,Handarguli,Latur,MAHARASHTRA,India,Sales Executive,Pune
30,Female,10th Pass,Self Employed,5800,Self Employed,Married,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,East Midnapore,Durgachak ,East Midnapore,WEST BENGAL,India,Self Employed,Haldia
22,Male,Higher Secondary Pass,Customer Relationship Executive,15850,Wage Employment- Full Time,Unmarried,No,Certificate Course on Digital Marketing - 2- I,Media & Entertainment Skill Council,Jalna,Partur,Jalna,MAHARASHTRA,India,Customer Relationship Executive,Pune
21,Female,10th Pass,GDA,5000,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,Varanasi,Saray Mohana ,Varanasi,UTTAR PRADESH,India,GDA,GT ROAD PADAO MUGHALSARAI VARANASI
34,Female,10th Pass,Self employed,6000,Self Employed,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,East Midnapore,"Vill- Basudebpur,Po- Khajanchak",East Midnapore,WEST BENGAL,India,Self employed,Haldia
24,Female,Higher Secondary Pass,Self employed,5000,Self Employed,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,East Midnapore,RAMNAGAR COLONY,East Midnapore,WEST BENGAL,India,Self employed,Haldia
25,Female,Higher Secondary Pass,Self employed,5900,Self Employed,Married,No,Certificate Course on Digital Marketing - 2- I,Media & Entertainment Skill Council,East Midnapore,JHIKARKHALI ,East Midnapore,WEST BENGAL,India,Self employed,Haldia
24,Female,10th Pass,Self Employed,5700,Self Employed,Unmarried,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,East Midnapore,KHANJANCHAK,East Midnapore,WEST BENGAL,India,Self Employed,Haldia
32,Male,10th Pass,Self Employed,5300,Self Employed,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Howrah,BAGNAN,Howrah,WEST BENGAL,India,Self Employed,Haldia
22,Male,10th Pass,Self Employed,5800,Self Employed,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,South 24 Parganas,Sridham,South 24 Parganas,WEST BENGAL,India,Self Employed,Haldia
21,Female,10th Pass,Self Employed,5800,Self Employed,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,East Midnapore,GOBINDAPUR ,East Midnapore,WEST BENGAL,India,Self Employed,Haldia
19,Female,Higher Secondary Pass,hair style ,6000,Part Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,North East Delhi,Ganga Vihar ,North West Delhi,DELHI,India,beautician ,gokulpuri 
32,Female,Higher Secondary Pass,ASSISTANT LOGISTICS HUB OPERATIONS,11889,Wage Employment- Full Time,Married,No,Certificate Course for Data Entry Operator - 2,Others,East Midnapore,Kumarchak,East Midnapore,WEST BENGAL,India,ASSISTANT LOGISTICS HUB OPERATIONS,KALKATA
19,Female,Higher Secondary Pass,Associate,11889,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,East Midnapore,DALIMCHAK,East Midnapore,WEST BENGAL,India,Beautician,Bangalore
30,Female,Post Graduation,ASSISTANT LOGISTICS HUB OPERATIONS,11889,Wage Employment- Full Time,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,East Midnapore,RAMNAGAR,East Midnapore,WEST BENGAL,India,ASSISTANT LOGISTICS HUB OPERATIONS,KOLKATA
21,Male,Higher Secondary Pass,Mraketing,15500,Salaried,Unmarried,No,Certificate Course for Fitter Electrical and Electronic Assembly,Capital Goods,Chandigarh,haripur sandoli,Solan,HIMACHAL PRADESH,India,Marketing,mohali
23,Female,Higher Secondary Pass,Self Employed,1600,Self Employed,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Solan,Housing Board,Solan,HIMACHAL PRADESH,India,Self Employed,Baddi
19,Female,10th Pass,Assistant Beauty Therapist,8000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Kolkata,Kolkata,Kolkata,WEST BENGAL,India,Assistant Beauty Therapist,kolkata
19,Male,Higher Secondary Pass,Data Entry,14000,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Chandigarh,amrawati chowk ,Solan,HIMACHAL PRADESH,India,Data Entry Operator,Ludhiana
21,Female,Diploma Pass,Sales Executive,10000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Pune,Hadapsar,Pune,MAHARASHTRA,India,Sales Executive,Pune
20,Female,Higher Secondary Pass,BEAUTICIAN,6500,Self Employed,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Kolkata,Kolkata,Kolkata,WEST BENGAL,India,BEAUTICIAN,KOLKATA
21,Male,ITI pass,TRAINEE TECHNICIAN,15000,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Palakkad,Parudur,Palakkad,KERALA,India,TRAINEE TECHNICIAN,KOLAR
19,Female,Higher Secondary Pass,Data Entry,13500,Salaried,Unmarried,No,Certification Course for Self Employed Tailor -1- I,Apparel,Solan,Vardhman,Solan,HIMACHAL PRADESH,India,Data Entry Operator,Chandigarh
28,Male,Higher Secondary Pass,Associate – Operations ,14500,Salaried,Unmarried,No,Certificate Course on Aari and Embroidery Work-I,Apparel,Solan,Billawli,Solan,HIMACHAL PRADESH,India,Associate – Operations ,Chandigarh
18,Female,10th Pass,GDA NURSE,10000,Salaried,Unmarried,No,Certificate Course for Fitter Electrical and Electronic Assembly,Capital Goods,Khorda,Bhogara,Khorda,ODISHA,India,Assistant Nurse,Bhubaneswar
19,Male,Higher Secondary Pass,Associate ,15000,Wage Employment- Full Time,Unmarried,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,Thane,rabale,Thane,MAHARASHTRA,India,Associate ,Thane
