Candidate Age,Candidate Gender,Highest Qualification,Job Title,CTC (Yearly),Employment Type,Marriage Status,Disability Status,Course Name,Course Sector,Candidate City,Present Village,Present District,Present State,Present Country,Job Designation,Job Location
24,Male,Higher Secondary Pass,DEO,1500,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Jhajjar,Yaqubpur,Jhajjar,HARYANA,India,DEO,Jhajjar
30,Male,Higher Secondary Pass,Associate,14397,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Jhajjar,Pelpa,Jhajjar,HARYANA,India,Associate,Jhajjar
23,Female,Higher Secondary Pass,Assistant Beauty Therapist,7000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Mumbai,Bhandup,Mumbai,MAHARASHTRA,India,Assistant Beauty Therapist,ghatkopar East
21,Female,10th Pass,Assistant Beauty Therapist Hair skin and makeup,7000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Mumbai,BHANDUP,Mumbai,MAHARASHTRA,India,Assistant Beauty Therapist,Ghatkopar East
22,Female,Higher Secondary Pass,Assistant beauty therapist ,6500,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Mumbai,ghatkopar,Mumbai,MAHARASHTRA,India,Assistant beauty therapist ,Ghatkopar west
24,Female,Higher Secondary Pass,Associate,36639,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Jhajjar,Sondhi,Jhajjar,HARYANA,India,Associate,Jhajjar
20,Female,Higher Secondary Pass,Assistant beauty therapist ,7000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Mumbai,Ghatkopar,Mumbai,MAHARASHTRA,India,Assistant beauty therapist ,Diva
22,Female,Higher Secondary Pass,Assistant beauty therapist ,6000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Mumbai,GHATKOPAR,Mumbai,MAHARASHTRA,India,Assistant beauty therapist ,Kurla
19,Female,Higher Secondary Pass,Associate,13646,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Jhajjar,Ismailpur,Jhajjar,HARYANA,India,Associate,Jhajjar
28,Female,Graduation,BEAUTY,7000,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,North West Delhi,jahangir,North West Delhi,DELHI,India,BEAUTICIAN,vaishali 
33,Female,Graduation,Floor Assistant,11.5,Salaried,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Wagholi,Pune,MAHARASHTRA,India,Floor Assistant,wagholi
34,Female,Graduation,Floor Assistant,27752,Salaried,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Wagholi,Pune,MAHARASHTRA,India,Floor Assistant,wagholi
29,Female,Higher Secondary Pass,HR Executive,14180,Salaried,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Thane,Ulhasnagar,Thane,MAHARASHTRA,India,HR Executive,Mumbai
20,Female,Higher Secondary Pass,Back Office Executive,10000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Pune,Ramwadi,Pune,MAHARASHTRA,India,Back Office Excutive,Pune
34,Male,Higher Secondary Pass,Back Office Executive,10000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Budhawar Peth ,Solapur,MAHARASHTRA,India,Back Office Executive,Pune
24,Female,Higher Secondary Pass,Beauty,8000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,North West Delhi,Begumpur,North West Delhi,DELHI,India,Beautician,Delhi
22,Female,Higher Secondary Pass,Retail Trainer Associate,12700,Salaried,Unmarried,No,Certificate Course For Retail Sales Associate 1,Retail,Thane,Ulhasnagar,Thane,MAHARASHTRA,India,Retail Trainee Associate,Mumbai
20,Female,Higher Secondary Pass,Assistant Beauty Therapist,8500,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Mumbai,Sakinaka,Mumbai,MAHARASHTRA,India,Assistant Beauty Therapist,Navi Mumbai
24,Female,Higher Secondary Pass,Beauty,8500,Wage Employment- Full Time,Unmarried,No,Certificate Course on Digital Marketing - 2- I,Media & Entertainment Skill Council,North West Delhi,begumpur,North West Delhi,DELHI,India,Beautician,Delhi
26,Female,10th Pass,Associate,32576,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Jhajjar,Ladpur,Jhajjar,HARYANA,India,Associate,Jhajjar
27,Female,Higher Secondary Pass,CSA,17000,Salaried,Married,No,Certificate Course For Retail Sales Associate 1,Retail,East Delhi,Kondli ,North West Delhi,DELHI,India,CSA,NOIDA
33,Female,Higher Secondary Pass,Telecallers,11497,Salaried,Married,No,Certificate Course For Retail Sales Associate 1,Retail,Pune,Wagholi ,Pune,MAHARASHTRA,India,Telecallers,Pune
23,Female,Higher Secondary Pass,Beauty Helper,4000,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist - Saundarya- I,Beauty & Wellness,East Delhi,Kondali,North West Delhi,DELHI,India,Beauty Helper,Ghaziabad
36,Female,Graduation,Assistant,12960,Salaried,Married,No,Certificate Course for Assistant Beauty Therapist - Saundarya- I,Beauty & Wellness,Pune,Wagholi,Pune,MAHARASHTRA,India,Assistant,"wagholi ,pune"
20,Female,Higher Secondary Pass,Assistant Beauty Therapist,5500,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Mumbai,Sakinaka,Mumbai,MAHARASHTRA,India,Beautician,Mumbai
30,Female,Higher Secondary Pass,ASSISTANT BEAUTICIAN,6000,Wage Employment- Full Time,Married,No,Certificate Course for Data Entry Operator - 2,Others,Kolkata,Kolkata,Nadia,WEST BENGAL,India,ASSISTANT BEAUTICIAN,BARASAT
19,Female,10th Pass,ASSISTANT BEAUTICIAN,6000,Wage Employment- Full Time,Unmarried,No,Certificate Course on CRM Domestic Voice - 1-1,IT-ITeS,Kolkata,Kolkata ,North 24 Parganas,WEST BENGAL,India,ASSISTANT BEAUTICIAN,BARASAT
30,Male,Higher Secondary Pass,Territory Sales incharge-Grade Mo-1,34699,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Hamirpur,Mundkhar ,Hamirpur(HP),HIMACHAL PRADESH,India,Territory Sales incharge-Grade Mo-1,Hamirpur (Himanchal Pradesh)
39,Female,10th Pass,ASSISTANT BEAUTICIAN,6000,Wage Employment- Full Time,Married,No,Certificate Course for Assistant Beauty Therapist - Saundarya- I,Beauty & Wellness,Kolkata,"Shalbhagan, Noapara , Barasath",North 24 Parganas,WEST BENGAL,India,ASSISTANT BEAUTICIAN,HOWRAH
24,Female,10th Pass,ASSISTANT BEAUTICIAN,6000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Kolkata,Kolkata,Kolkata,WEST BENGAL,India,ASSISTANT BEAUTICIAN,UTTARPAR
21,Female,Higher Secondary Pass,Retail Trainee Associate ,12700,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist - Saundarya- I,Beauty & Wellness,Thane,Ulhasnagar,Thane,MAHARASHTRA,India,Retail Trainee Associate ,Mumbai 
27,Female,10th Pass,Floor Assistant,11500,Salaried,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Wagholi,Pune,MAHARASHTRA,India,Floor Assistant,Wagholi
24,Female,6 to 9,Assistant Beauty Therapist,3200,Self Employed,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Ujjain,Jhirmira ,Ujjain,MADHYA PRADESH,India,Assistant Beauty Therapist,Jhirmira
26,Female,Higher Secondary Pass,Assistant Beauty Therapist,3200,Self Employed,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Ujjain,Nagda ,Ujjain,MADHYA PRADESH,India,Assistant Beauty Therapist,Jhirmira
25,Female,Higher Secondary Pass,Assistant Beauty Therapist,5000,Wage Employment- Full Time,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Yerwada ,Pune,MAHARASHTRA,India,Beautician,Pune
2,Male,10th Pass,Marketing Executive,13000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Bangalore,New Guddadahalli ,Bangalore,KARNATAKA,India,Marketing Executive,Bangalore
22,Male,Higher Secondary Pass,Sales Executive,10000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Pune,Pune,MAHARASHTRA,India,Sales Executive,Pune
34,Female,Higher Secondary Pass,Trainee Associate ,10000,Wage Employment- Full Time,Married,No,Certificate Course For Retail Sales Associate 1,Retail,Thane,Ulhasnagar,Thane,MAHARASHTRA,India,Trainee Associate ,Ulhasnagar 
23,Male,Higher Secondary Pass,Trainee Associate ,10200,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Thane,Ulhasnagar,Thane,MAHARASHTRA,India,Trainee Associate ,Ulhasnagar 
30,Female,Higher Secondary Pass,Assistant Sales Executive ,11000,Wage Employment- Full Time,Married,No,Certificate Course For Retail Sales Associate 1,Retail,Thane,Ulhasnagar,Thane,MAHARASHTRA,India,Assistant Sales Executive ,Thane
20,Female,Higher Secondary Pass,Sales Executive,12000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Hadapsar,Pune,MAHARASHTRA,India,Sales Executive,Pune
28,Female,Higher Secondary Pass,Assistant beauty therapist,7000,Wage Employment- Full Time,Married,No,Certificate Course in Tally - 2- I,IT-ITeS,Thane,Belapur,Thane,MAHARASHTRA,India,Assistant beauty therapist,Navi mumbai 
24,Female,10th Pass,Assistant Beautician,7000,Wage Employment- Full Time,Unmarried,Yes,Certificate Course For Retail Sales Associate 1,Retail,Kolkata,Kolkata,North 24 Parganas,WEST BENGAL,India,Assistant Beautician,kolkata
21,Female,Higher Secondary Pass,Assistant Beauty Therapist,5000,Salaried,Unmarried,No,Certificate Course For Retail Sales Associate 1,Retail,Mumbai,Sakinaka,Mumbai,MAHARASHTRA,India,Assistant Beauty Therapist,Mumbai
21,Male,ITI pass,OFFICE cum DATA ENTRY EXECUTIVE,5000,Wage Employment- Full Time,Unmarried,No,Certificate Course For Retail Sales Associate 1,Retail,Hamirpur,Mundkhar ,Hamirpur(HP),HIMACHAL PRADESH,India,Data Entry Operator,Kanjian
20,Female,10th Pass,Assistant Beautician,7000,Wage Employment- Full Time,Unmarried,No,Certificate Course For Retail Sales Associate 1,Retail,Kolkata,Kolkata,North 24 Parganas,WEST BENGAL,India,Assistant Beautician,kolkata
20,Male,Higher Secondary Pass,Sales Associate,19714,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Pune,Khairewadi ,Pune,MAHARASHTRA,India,Sales Associate,Pune
25,Male,Higher Secondary Pass,Sales &Services,19000,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Wagholi ,Pune,MAHARASHTRA,India,19000,Pune
21,Male,Higher Secondary Pass,Handyman,11000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Pune,Pune,MAHARASHTRA,India,Handyman,Pune
26,Male,Higher Secondary Pass,Data Entry Executive,6000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Hamirpur,Kango Ka Gehra ,Mandi,HIMACHAL PRADESH,India,Data Entry Operator,Hamirpur
23,Female,10th Pass,Assistant Beautician,6500,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist - Saundarya- I,Beauty & Wellness,East Sikkim,Gangtok,East Sikkim,SIKKIM,India,Assistant Beautician,Gangtok
20,Female,Higher Secondary Pass,Assistant Beautician,7000,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,East Sikkim,Tadong,East Sikkim,SIKKIM,India,Assistant Beautician,Gangtok
23,Female,Higher Secondary Pass,Data entry operator,9000,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Wagholi,Pune,MAHARASHTRA,India,Data Entry Operator,Pune
26,Female,Graduation,Telecallers,11497,Salaried,Married,No,Certificate Course on Digital Marketing - 2- I,Media & Entertainment Skill Council,Pune,Wagholi,Pune,MAHARASHTRA,India,Telecallers,pune
22,Female,6 to 9,Senior data entry Operator,10000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Bangalore,Bangalore,Bangalore,KARNATAKA,India,Data Entry Operator,Bangalore
20,Female,Higher Secondary Pass,Senior executive,9500,Wage Employment- Full Time,Unmarried,No,Certificate Course on Digital Marketing - 2- I,Media & Entertainment Skill Council,Bangalore,Bangalore ,Bangalore,KARNATAKA,India,Senior executive,Bangalore 
20,Male,ITI pass,Trainee Associate,28305,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,North East Delhi,Yammuna Vihar,North West Delhi,DELHI,India,Trainee Associate,Noida
31,Female,Higher Secondary Pass,Tele caller,10000,Salaried,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Wagholi ,Pune,MAHARASHTRA,India,Tele caller,Pune
23,Female,Graduation,ASSISTANT BEAUTICIAN,6000,Wage Employment- Full Time,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Patna,Patna,Patna,BIHAR,India,ASSISTANT BEAUTICIAN,PATNA
26,Female,Graduation,ASSISTANT BEAUTICIAN,7500,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Patna,Saguna More,Patna,BIHAR,India,ASSISTANT BEAUTICIAN,PATNA
36,Female,Higher Secondary Pass,beauty and wellness,12000,Part Time,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,South Delhi,tikri,South Delhi,DELHI,India,beautician ,crpf colony 
23,Female,10th Pass,Customer Associate,10000,Wage Employment- Full Time,Married,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,Pune,Pune,Pune,MAHARASHTRA,India,Customer Associate,Pune
24,Female,Graduation,ASSISTANT BEAUTICIAN,6500,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,Patna,Khagual,Patna,BIHAR,India,ASSISTANT BEAUTICIAN,PATNA
18,Female,Graduation,Data entry,500,Part Time,Unmarried,No, Certificate Course for CNC Operator,Automotive,Bangalore,Kg Nagar ,Bangalore,KARNATAKA,India,Data Entry Operator,Bangalore
22,Male,Higher Secondary Pass,Back Office Executive,11000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Pune,Yerawada ,Pune,MAHARASHTRA,India,Back Office Executive,Pune
19,Female,Higher Secondary Pass,ASSISTANT BEAUTICIAN,7000,Wage Employment- Full Time,Unmarried,Yes,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Patna,Sultanpur ,Patna,BIHAR,India,ASSISTANT BEAUTICIAN,PATNA
22,Female,Graduation,Assistant Beautician,6500,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Patna,Danapur,Patna,BIHAR,India,Assistant Beautician,Patna
25,Female,Diploma Pass,Tailor,13000,Salaried,Unmarried,Yes,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pondicherry,Kanuvaipet Villianur ,Pondicherry,PONDICHERRY,India,Tailor,Villianur
25,Female,Post Graduation,Tailor,14000,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Pondicherry,Villianur,Pondicherry,PONDICHERRY,India,Tailor,Villianur
22,Female,Graduation,Aari Embroider,8000,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pondicherry,Puduchery,Pondicherry,PONDICHERRY,India,Aari Embroider,Puducherry
28,Female,Diploma Pass,Aari Embroider,21000,Salaried,Married,No,Certificate Course for Data Entry Operator - 2,Others,Pondicherry,Villiyanur,Pondicherry,PONDICHERRY,India,Aari Embroider,Puducherry
29,Female,Graduation,Aari Embroider,21500,Salaried,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pondicherry,Karikalampakkam,Pondicherry,PONDICHERRY,India,Aari Embroider,Puducherry
32,Female,Higher Secondary Pass,Custmor Associate,10000,Salaried,Married,Yes,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Wagholi,Pune,MAHARASHTRA,India,Custmor Associate,pune
26,Male,Higher Secondary Pass,Back office Executive,11000,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,wagholi,Pune,MAHARASHTRA,India,Back office Executive,pune
22,Female,Higher Secondary Pass,CUSTOMER CARE EXECUTIVE,11250,Wage Employment- Full Time,Unmarried,No,Certification Course for Self Employed Tailor -1- I,Apparel,Pune,Hadapsar,Pune,MAHARASHTRA,India,CUSTOMER CARE EXECUTIVE,Pune
22,Male,Graduation,Back Office Executive,11000,Wage Employment- Full Time,Unmarried,No,Certification Course for Self Employed Tailor -1- I,Apparel,Pune,Pune,Pune,MAHARASHTRA,India,Back Office Executive,Pune
22,Male,ITI pass,Trainee Associate,24950,Wage Employment- Full Time,Unmarried,No,Certificate Course on Aari and Embroidery Work-I,Apparel,Gautam Buddha Nagar,Kamaruddinpur,Jaunpur,UTTAR PRADESH,India,Trainee Associate,Noida
24,Male,ITI pass,Trainee Associate,11003,Wage Employment- Full Time,Unmarried,No,Certificate Course on Aari and Embroidery Work-I,Apparel,Gautam Buddha Nagar,Banbeerpur Post Poora Dhakwa Pratapgarh u. p 230121,Pratapgarh,UTTAR PRADESH,India,Trainee Associate,Noida
30,Female,Higher Secondary Pass,Tele Executive,15000,Salaried,Unmarried,No,Certificate Course on Aari and Embroidery Work-I,Apparel,Pune,pimpri,Pune,MAHARASHTRA,India,Tele Executive,Pune
20,Female,Higher Secondary Pass,Trainee ,14000,Salaried,Unmarried,No,Certificate Course on Aari and Embroidery Work-I,Apparel,Pune,Yerwada,Pune,MAHARASHTRA,India,Trainee,pune
19,Female,Higher Secondary Pass,Trainee ,14000,Salaried,Unmarried,No,Certificate Course on Aari and Embroidery Work-I,Apparel,Pune,Wagholi,Pune,MAHARASHTRA,India,trainee ,pune
27,Male,Post Graduation,Back Office ,12000,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Ahmedabad,Sarkhej,Ahmedabad,GUJARAT,India,Back Office Executive,Ahmedabad
25,Male,Diploma Pass,Back Office Executive,18000,Salaried,Married,No,Certificate Course for Data Entry Operator - 2,Others,Ahmedabad,Sarkhej,Ahmedabad,GUJARAT,India,Back Office Executive,Ahmedabad
21,Male,Higher Secondary Pass,Advocate Office,12000,Salaried,Unmarried,No,Self Employed Tailor,Apparel,Ahmedabad,Sarkhej,Ahmedabad,GUJARAT,India,Office Assistant,Ahmedabad
33,Female,Graduation,Self Employed,8000,Self Employed,Married,No,Certificate Course for Data Entry Operator - 2,Others,Cuddapah,Balapanur ,Cuddapah,ANDHRA PRADESH,India,Tailoring,Balapanur Pulivendula
21,Male,Higher Secondary Pass,Sales Executive,10000,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Ahmedabad,Sarkhej,Ahmedabad,GUJARAT,India,Sales Executive,Ahmedabad
22,Male,Higher Secondary Pass,Trainee Associate,30924,Salaried,Unmarried,No,Self Employed Tailor,Apparel,Gautam Buddha Nagar,Nand Nagri ,North West Delhi,DELHI,India,Trainee Associate,Noida
24,Male,Higher Secondary Pass,Back office executive,11000,Salaried,Unmarried,No,Certificate Course for Fitter Electrical and Electronic Assembly,Capital Goods,Pune,Wagholi,Pune,MAHARASHTRA,India,Back office executive,pune
33,Female,Higher Secondary Pass,Back office executive ,19000,Salaried,Married,No,Certificate Course for Fitter Electrical and Electronic Assembly,Capital Goods,Pune,Pimpri,Pune,MAHARASHTRA,India,Back office executive ,Pune
31,Female,10th Pass,Assistant Beauty Therapist,5000,Wage Employment- Full Time,Unmarried,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,Pune,Yerwada,Pune,MAHARASHTRA,India,Assistant Beautician,Pune
27,Female,10th Pass,assistant Beautician ,7000,Wage Employment- Full Time,Separated,No,Certificate Course for Data Entry Operator - 2,Others,Kolkata,Kolkata,Kolkata,WEST BENGAL,India,Assistant Beautician ,Belur Math 
21,Male,ITI pass,Associate,58887,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Gautam Buddha Nagar,Loni,Ghaziabad,UTTAR PRADESH,India,Associate,Noida
22,Male,Higher Secondary Pass,Customer Support Executive,10000,Wage Employment- Full Time,Unmarried,No,Certificate Course in Tally - 2- I,IT-ITeS,Pune,Hadapsar,Pune,MAHARASHTRA,India,Customer Support Executive,Pune
25,Male,10th Pass,Sr. Associate,14397,Salaried,Unmarried,No,Certificate Course in Tally - 2- I,IT-ITeS,Jhajjar,Bamnola,Jhajjar,HARYANA,India,Sr. Associate,Jhajjar
24,Male,10th Pass,DRIVER,17000,Wage Employment- Full Time,Unmarried,No,Certificate Course in Tally - 2- I,IT-ITeS,Ananthapur,Saifhulla Colony ,Ananthapur,ANDHRA PRADESH,India,DRIVER,Tadipatri
32,Male,10th Pass,DRIVER,17000,Wage Employment- Full Time,Unmarried,No,Self Employed Tailor,Apparel,Ananthapur,Kadadarakunta,Ananthapur,ANDHRA PRADESH,India,DRIVER,TADIPATRI
20,Female,10th Pass,Self Employed,2000,Self Employed,Unmarried,No,Certificate Course in Tally - 2- I,IT-ITeS,Chandigarh,malku majra,Solan,HIMACHAL PRADESH,India,Self Employed,Baddi
20,Female,Higher Secondary Pass,Self Employed,2000,Self Employed,Unmarried,No, Certificate Course for CNC Operator,Automotive,Chandigarh,billawali ,Solan,HIMACHAL PRADESH,India,Self Employed,Baddi
26,Male,ITI pass,Associate,23529,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Gautam Buddha Nagar,Bodari ,Jaunpur,UTTAR PRADESH,India,Associate,Noida
22,Female,Diploma Pass,Customer Associate,10000,Wage Employment- Full Time,Unmarried,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,Pune,Manjari,Pune,MAHARASHTRA,India,Customer Associate,Pune
35,Female,Graduation,Relationship Executive,15000,Salaried,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Pimpri,Pune,MAHARASHTRA,India,Relationship Executive,Pune
20,Female,Higher Secondary Pass,Back Office Executive,11000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Hadapsar,Pune,MAHARASHTRA,India,Back Office Executive,Pune
27,Male,ITI pass,Customer care Executive,13448,Salaried,Unmarried,No, Certificate Course for CNC Operator,Automotive,Pune,Pimpri,Pune,MAHARASHTRA,India,Customer care Executive,Pune
34,Female,Higher Secondary Pass,Back office Exacutive,11000,Salaried,Married,No,Certificate Course for Data Entry Operator - 2,Others,Pune,Wagholi ,Pune,MAHARASHTRA,India,Back office Exacutive,Pune
24,Female,10th Pass,Customer Service Consultant,15000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,Pune,yervada,Pune,MAHARASHTRA,India,Customer Service Consultant,Pune
22,Male,Higher Secondary Pass,Customer Service Representative,12400,Wage Employment- Full Time,Unmarried,No,Kia HMV Drivers Training_APSRTC,Automotive,Pune,Manjari,Pune,MAHARASHTRA,India,Customer Service Representative,Pune
21,Female,Higher Secondary Pass,Associate,15500,Salaried,Unmarried,No,Kia HMV Drivers Training_APSRTC,Automotive,Pune,Pimpri,Pune,MAHARASHTRA,India,Associate,Pune
33,Female,Higher Secondary Pass,Associate,15500,Salaried,Married,No, Certificate Course for CNC Operator,Automotive,Pune,Pimpri,Pune,MAHARASHTRA,India,Associate,Pune
21,Male,Higher Secondary Pass,Sales Associate,19714,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Pune,Hadpsar,Pune,MAHARASHTRA,India,Sales Associate,Pune
32,Female,Graduation,Executive ,10614,Salaried,Unmarried,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,Pune,Pimpri,Pune,MAHARASHTRA,India,Executive ,pune
24,Male,Higher Secondary Pass,loader,15694,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Pune,Pimpri,Pune,MAHARASHTRA,India,loader,pune
38,Female,Higher Secondary Pass,Customer Care Executive,11250,Salaried,Married,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,Pune,Pimpri,Pune,MAHARASHTRA,India,Customer Care Executive,Pune
35,Female,Higher Secondary Pass,DEO,16848,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Pune,Pimpri,Pune,MAHARASHTRA,India,DEO,Pune
27,Male,10th Pass, DRIVER,12000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Ananthapur,Gooty,Ananthapur,ANDHRA PRADESH,India, DRIVER,ANANTAPUR
19,Male,6 to 9,ASSISTANT PAINTER,12000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Nadia,Kanpur,Kanpur Dehat,UTTAR PRADESH,India,HELPER,SONA ROAD 
20,Male,Higher Secondary Pass,Customer Sales Executive,13000,Salaried,Unmarried,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,Pune,Kothrud,Pune,MAHARASHTRA,India,Customer Sales Executive,Pune
25,Female,Higher Secondary Pass,Customer Sales Executive,13000,Salaried,Married,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,Pune,Kothrud,Pune,MAHARASHTRA,India,Customer Sales Executive,Pune
40,Female,Higher Secondary Pass,DEO,16848,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Pune,Pune,Pune,MAHARASHTRA,India,DEO,Pune
22,Male,Higher Secondary Pass,Back Office executive ,11000,Salaried,Unmarried,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,Pune,Pimpri,Pune,MAHARASHTRA,India,Back Office executive ,Pune
37,Female,Post Graduation,Assistant Beauty Therapist ,8000,Salaried,Married,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,Bangalore,R.P.C layout,Bangalore,KARNATAKA,India,Assistant Beautician ,Bangalore
20,Female,Higher Secondary Pass,field Executive,11000,Salaried,Unmarried,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,Pune,Pimpri,Pune,MAHARASHTRA,India,field Executive,Pune
24,Male,Higher Secondary Pass,Trainee,13000,Salaried,Unmarried,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,Pune,Pimpri,Pune,MAHARASHTRA,India,Trainee,Pune
34,Female,Higher Secondary Pass,DEO,16848,Salaried,Married,No,Kia HMV Drivers Training_APSRTC,Automotive,Pune,Pimpri,Pune,MAHARASHTRA,India,DEO,Pune
